datestamp,centre_name,value
2023-07-03,Bradford BID,92147
2023-07-04,Bradford BID,115781
2023-07-05,Bradford BID,94646
2023-07-06,Bradford BID,115975
2023-07-07,Bradford BID,102775
2023-07-08,Bradford BID,110796
2023-07-09,Bradford BID,78520
2023-07-10,Bradford BID,97433
2023-07-12,Bradford BID,108269
2023-07-13,Bradford BID,121449
2023-07-14,Bradford BID,106650
2023-07-15,Bradford BID,112658
2023-07-16,Bradford BID,89816
2023-07-17,Bradford BID,108379
2023-07-18,Bradford BID,120080
2023-07-19,Bradford BID,113396
2023-07-20,Bradford BID,128947
2023-07-21,Bradford BID,112812
2023-07-22,Bradford BID,110457
2023-07-23,Bradford BID,92323
2023-07-24,Bradford BID,102313
2023-07-25,Bradford BID,117994
2023-07-26,Bradford BID,117044
2023-07-27,Bradford BID,133865
2023-07-28,Bradford BID,117290
2023-07-29,Bradford BID,116133
2023-07-30,Bradford BID,93516
2023-07-31,Bradford BID,103313
2023-08-01,Bradford BID,112240
2023-08-02,Bradford BID,115618
2023-08-03,Bradford BID,132572
2023-08-04,Bradford BID,124395
2023-08-05,Bradford BID,123307
2023-08-06,Bradford BID,93676
2023-08-07,Bradford BID,105381
2023-08-08,Bradford BID,107574
2023-08-09,Bradford BID,121435
2023-08-10,Bradford BID,133903
2023-08-11,Bradford BID,120890
2023-08-12,Bradford BID,123102
2023-08-13,Bradford BID,92945
2023-08-14,Bradford BID,107127
2023-08-15,Bradford BID,106003
2023-08-16,Bradford BID,118753
2023-08-17,Bradford BID,127017
2023-08-18,Bradford BID,117874
2023-08-19,Bradford BID,116491
2023-08-20,Bradford BID,88961
2023-08-21,Bradford BID,100492
2023-08-22,Bradford BID,96934
2023-08-23,Bradford BID,115105
2023-08-24,Bradford BID,120544
2023-08-25,Bradford BID,118387
2023-08-26,Bradford BID,102592
2023-08-27,Bradford BID,82206
2023-08-28,Bradford BID,89565
2023-08-29,Bradford BID,98247
2023-08-30,Bradford BID,102124
2023-08-31,Bradford BID,114192
2023-09-01,Bradford BID,116446
2023-09-02,Bradford BID,102327
2023-09-03,Bradford BID,78661
2023-09-04,Bradford BID,84995
2023-09-05,Bradford BID,96278
2023-09-06,Bradford BID,93392
2023-09-07,Bradford BID,105395
2023-09-08,Bradford BID,110364
2023-09-09,Bradford BID,108515
2023-09-10,Bradford BID,74968
2023-09-11,Bradford BID,89474
2023-09-12,Bradford BID,96983
2023-09-13,Bradford BID,92714
2023-09-14,Bradford BID,98958
2023-09-15,Bradford BID,103785
2023-09-16,Bradford BID,106911
2023-09-17,Bradford BID,69442
2023-09-18,Bradford BID,89851
2023-09-19,Bradford BID,96555
2023-09-20,Bradford BID,98146
2023-09-21,Bradford BID,99737
2023-09-22,Bradford BID,101647
2023-09-23,Bradford BID,108552
2023-09-24,Bradford BID,70637
2023-09-25,Bradford BID,85184
2023-09-26,Bradford BID,100218
2023-09-27,Bradford BID,94997
2023-09-28,Bradford BID,102794
2023-09-29,Bradford BID,102815
2023-09-30,Bradford BID,105542
2023-10-01,Bradford BID,68236
2023-10-02,Bradford BID,86600
2023-10-03,Bradford BID,103535
2023-10-04,Bradford BID,97236
2023-10-05,Bradford BID,112245
2023-10-06,Bradford BID,102373
2023-10-07,Bradford BID,106092
2023-10-08,Bradford BID,64118
2023-10-09,Bradford BID,92375
2023-10-10,Bradford BID,112414
2023-10-11,Bradford BID,101639
2023-10-12,Bradford BID,113846
2023-10-13,Bradford BID,92749
2023-10-14,Bradford BID,109355
2023-10-15,Bradford BID,62725
2023-10-16,Bradford BID,100357
2023-10-17,Bradford BID,113568
2023-10-18,Bradford BID,100991
2023-10-19,Bradford BID,112416
2023-10-20,Bradford BID,84369
2023-10-21,Bradford BID,103971
2023-10-22,Bradford BID,57944
2023-10-23,Bradford BID,94787
2023-10-24,Bradford BID,106501
2023-10-25,Bradford BID,102191
2023-10-26,Bradford BID,108983
2023-10-27,Bradford BID,85051
2023-10-28,Bradford BID,97332
2023-10-29,Bradford BID,51583
2023-10-30,Bradford BID,89126
2023-10-31,Bradford BID,97282
2023-11-01,Bradford BID,103569
2023-11-02,Bradford BID,106734
2023-11-03,Bradford BID,78466
2023-11-04,Bradford BID,91829
2023-11-05,Bradford BID,58877
2023-11-06,Bradford BID,91471
2023-11-07,Bradford BID,97927
2023-11-08,Bradford BID,103301
2023-11-09,Bradford BID,100754
2023-11-10,Bradford BID,76095
2023-11-11,Bradford BID,85627
2023-11-12,Bradford BID,56481
2023-11-13,Bradford BID,88570
2023-11-14,Bradford BID,93812
2023-11-15,Bradford BID,102971
2023-11-16,Bradford BID,93056
2023-11-17,Bradford BID,75122
2023-11-18,Bradford BID,84862
2023-11-19,Bradford BID,56867
2023-11-20,Bradford BID,85347
2023-11-21,Bradford BID,89538
2023-11-22,Bradford BID,100881
2023-11-23,Bradford BID,81525
2023-11-24,Bradford BID,72828
2023-11-25,Bradford BID,78692
2023-11-26,Bradford BID,51409
2023-11-27,Bradford BID,77691
2023-11-28,Bradford BID,77618
2023-11-29,Bradford BID,94812
2023-11-30,Bradford BID,75337
2023-12-01,Bradford BID,68187
2023-12-02,Bradford BID,75238
2023-12-03,Bradford BID,47217
2023-12-04,Bradford BID,72483
2023-12-05,Bradford BID,67905
2023-12-06,Bradford BID,99155
2023-12-07,Bradford BID,77202
2023-12-08,Bradford BID,69763
2023-12-09,Bradford BID,75895
2023-12-10,Bradford BID,46200
2023-12-11,Bradford BID,73608
2023-12-12,Bradford BID,74686
2023-12-13,Bradford BID,104250
2023-12-14,Bradford BID,79211
2023-12-15,Bradford BID,65479
2023-12-16,Bradford BID,75361
2023-12-17,Bradford BID,50851
2023-12-18,Bradford BID,70015
2023-12-19,Bradford BID,80520
2023-12-20,Bradford BID,99075
2023-12-21,Bradford BID,77315
2023-12-22,Bradford BID,68260
2023-12-23,Bradford BID,73385
2023-12-24,Bradford BID,48829
2023-12-25,Bradford BID,59105
2023-12-26,Bradford BID,75501
2023-12-28,Bradford BID,76231
2023-12-29,Bradford BID,64634
2023-12-30,Bradford BID,71174
2023-12-31,Bradford BID,44207
2024-01-01,Bradford BID,56727
2024-01-02,Bradford BID,77468
2024-01-03,Bradford BID,87796
2024-01-06,Bradford BID,64191
2024-01-07,Bradford BID,39270
2024-01-08,Bradford BID,58496
2024-01-10,Bradford BID,85882
2024-01-11,Bradford BID,78168
2024-01-12,Bradford BID,60252
2024-01-13,Bradford BID,69344
2024-01-14,Bradford BID,43445
2024-01-15,Bradford BID,63861
2024-01-16,Bradford BID,87569
2024-01-17,Bradford BID,84863
2024-01-18,Bradford BID,77730
2024-01-19,Bradford BID,63395
2024-01-20,Bradford BID,68387
2024-01-21,Bradford BID,41485
2024-01-22,Bradford BID,56397
2024-01-23,Bradford BID,93833
2024-01-24,Bradford BID,77257
2024-01-25,Bradford BID,73082
2024-01-26,Bradford BID,64642
2024-01-27,Bradford BID,64960
2024-01-28,Bradford BID,37895
2024-01-29,Bradford BID,51174
2024-01-30,Bradford BID,87039
2024-01-31,Bradford BID,66661
2024-02-01,Bradford BID,68818
2024-02-02,Bradford BID,60180
2024-02-03,Bradford BID,57362
2024-02-04,Bradford BID,31372
2024-02-05,Bradford BID,52274
2024-02-06,Bradford BID,79223
2024-02-07,Bradford BID,61997
2024-02-08,Bradford BID,64329
2024-02-09,Bradford BID,63252
2024-02-10,Bradford BID,54236
2024-02-11,Bradford BID,30700
2024-02-12,Bradford BID,56922
2024-02-13,Bradford BID,80481
2024-02-14,Bradford BID,60376
2024-02-15,Bradford BID,64357
2024-02-16,Bradford BID,65941
2024-02-17,Bradford BID,56872
2024-02-18,Bradford BID,34952
2024-02-19,Bradford BID,62726
2024-02-20,Bradford BID,82769
2024-02-21,Bradford BID,58460
2024-02-22,Bradford BID,69868
2024-02-23,Bradford BID,70225
2024-02-24,Bradford BID,60689
2024-02-25,Bradford BID,37415
2024-02-26,Bradford BID,60169
2024-02-27,Bradford BID,83202
2024-02-28,Bradford BID,59995
2024-02-29,Bradford BID,72087
2024-03-01,Bradford BID,73300
2024-03-02,Bradford BID,59955
2024-03-03,Bradford BID,39394
2024-03-04,Bradford BID,57148
2024-03-05,Bradford BID,91588
2024-03-06,Bradford BID,60783
2024-03-07,Bradford BID,71732
2024-03-08,Bradford BID,71020
2024-03-09,Bradford BID,65207
2024-03-10,Bradford BID,41073
2024-03-11,Bradford BID,67093
2024-03-12,Bradford BID,87262
2024-03-13,Bradford BID,62715
2024-03-14,Bradford BID,76948
2024-03-15,Bradford BID,73203
2024-03-16,Bradford BID,64935
2024-03-17,Bradford BID,46799
2024-03-18,Bradford BID,73695
2024-03-19,Bradford BID,88971
2024-03-20,Bradford BID,69398
2024-03-21,Bradford BID,83260
2024-03-22,Bradford BID,77113
2024-03-23,Bradford BID,72334
2024-03-24,Bradford BID,50959
2024-03-25,Bradford BID,75712
2024-03-26,Bradford BID,93049
2024-03-27,Bradford BID,71687
2024-03-28,Bradford BID,83952
2024-03-29,Bradford BID,75443
2024-03-30,Bradford BID,73323
2024-03-31,Bradford BID,50029
2024-04-01,Bradford BID,77747
2024-04-02,Bradford BID,95417
2024-04-03,Bradford BID,78580
2024-04-04,Bradford BID,85374
2024-04-05,Bradford BID,75790
2024-04-06,Bradford BID,71805
2024-04-07,Bradford BID,47826
2024-04-08,Bradford BID,84805
2024-04-09,Bradford BID,95562
2024-04-10,Bradford BID,80627
2024-04-11,Bradford BID,86556
2024-04-12,Bradford BID,78513
2024-04-13,Bradford BID,80666
2024-04-14,Bradford BID,52576
2024-04-15,Bradford BID,91599
2024-04-16,Bradford BID,99164
2024-04-17,Bradford BID,81187
2024-04-18,Bradford BID,95649
2024-04-19,Bradford BID,82403
2024-04-20,Bradford BID,77829
2024-04-21,Bradford BID,55039
2024-04-22,Bradford BID,96368
2024-04-23,Bradford BID,90694
2024-04-24,Bradford BID,85176
2024-04-25,Bradford BID,100075
2024-04-26,Bradford BID,91333
2024-04-27,Bradford BID,84146
2024-04-29,Bradford BID,96049
2024-05-01,Bradford BID,90733
2024-05-02,Bradford BID,101661
2024-05-03,Bradford BID,93507
2024-05-04,Bradford BID,95690
2024-05-05,Bradford BID,60620
2024-05-06,Bradford BID,92568
2024-05-07,Bradford BID,97379
2024-05-08,Bradford BID,96352
2024-05-09,Bradford BID,103170
2024-05-10,Bradford BID,101679
2024-05-11,Bradford BID,106392
2024-05-12,Bradford BID,63816
2024-05-13,Bradford BID,96611
2024-05-14,Bradford BID,104641
2024-05-15,Bradford BID,105375
2024-05-16,Bradford BID,114268
2024-05-17,Bradford BID,105853
2024-05-18,Bradford BID,112876
2024-05-19,Bradford BID,69306
2024-05-20,Bradford BID,99083
2024-05-21,Bradford BID,108704
2024-05-22,Bradford BID,105056
2024-05-23,Bradford BID,116513
2024-05-24,Bradford BID,111101
2024-05-25,Bradford BID,113600
2024-05-26,Bradford BID,69040
2024-05-27,Bradford BID,94783
2024-05-28,Bradford BID,103610
2024-05-29,Bradford BID,110507
2024-05-30,Bradford BID,114746
2024-05-31,Bradford BID,108846
2024-06-01,Bradford BID,110921
2024-06-02,Bradford BID,70794
2024-06-03,Bradford BID,95277
2024-06-04,Bradford BID,102923
2024-06-05,Bradford BID,110098
2024-06-06,Bradford BID,115510
2024-06-07,Bradford BID,104182
2024-06-08,Bradford BID,114219
2024-06-09,Bradford BID,74672
2024-06-10,Bradford BID,104109
2024-06-11,Bradford BID,107600
2024-06-12,Bradford BID,109761
2024-06-13,Bradford BID,120816
2024-06-14,Bradford BID,103361
2024-06-15,Bradford BID,107443
2024-06-16,Bradford BID,72482
2024-06-17,Bradford BID,106371
2024-06-18,Bradford BID,106725
2024-06-19,Bradford BID,110636
2024-06-20,Bradford BID,113355
2024-06-21,Bradford BID,100620
2024-06-22,Bradford BID,99950
2024-06-23,Bradford BID,68455
2024-06-24,Bradford BID,111798
2024-06-25,Bradford BID,108670
2024-06-26,Bradford BID,110868
2024-06-27,Bradford BID,111754
2024-06-28,Bradford BID,94809
2024-06-29,Bradford BID,88333
2024-06-30,Bradford BID,64965
2024-07-01,Bradford BID,111170
2024-07-02,Bradford BID,105799
2024-07-03,Bradford BID,99852
2024-07-04,Bradford BID,107111
2024-07-05,Bradford BID,92295
2024-07-06,Bradford BID,84891
2024-07-07,Bradford BID,55268
2024-07-08,Bradford BID,110062
2024-07-09,Bradford BID,103138
2024-07-10,Bradford BID,97052
2024-07-11,Bradford BID,102778
2024-07-12,Bradford BID,88776
2024-07-13,Bradford BID,83334
2024-07-14,Bradford BID,58256
2024-07-15,Bradford BID,106375
2024-07-16,Bradford BID,104910
2024-07-17,Bradford BID,90805
2024-07-18,Bradford BID,101645
2024-07-19,Bradford BID,85682
2024-07-20,Bradford BID,79768
2024-07-21,Bradford BID,54264
2024-07-22,Bradford BID,103902
2024-07-23,Bradford BID,101862
2024-07-24,Bradford BID,95231
2024-07-25,Bradford BID,95024
2024-07-26,Bradford BID,90307
2024-07-27,Bradford BID,74793
2024-07-28,Bradford BID,48126
2024-07-29,Bradford BID,93599
2024-07-30,Bradford BID,98096
2024-07-31,Bradford BID,88493
2024-08-01,Bradford BID,91133
2024-08-02,Bradford BID,90547
2024-08-03,Bradford BID,74000
2024-08-04,Bradford BID,46316
2024-08-05,Bradford BID,90379
2024-08-06,Bradford BID,97982
2024-08-07,Bradford BID,81227
2024-08-08,Bradford BID,93861
2024-08-09,Bradford BID,91015
2024-08-10,Bradford BID,77009
2024-08-11,Bradford BID,52781
2024-08-12,Bradford BID,88674
2024-08-13,Bradford BID,92818
2024-08-14,Bradford BID,78020
2024-08-15,Bradford BID,89258
2024-08-16,Bradford BID,89767
2024-08-17,Bradford BID,83244
2024-08-18,Bradford BID,51530
2024-08-19,Bradford BID,84238
2024-08-20,Bradford BID,91686
2024-08-21,Bradford BID,81630
2024-08-22,Bradford BID,90275
2024-08-23,Bradford BID,86364
2024-08-24,Bradford BID,80499
2024-08-25,Bradford BID,59136
2024-08-26,Bradford BID,77464
2024-08-27,Bradford BID,87723
2024-08-28,Bradford BID,80847
2024-08-29,Bradford BID,94221
2024-08-30,Bradford BID,89130
2024-08-31,Bradford BID,78047
2024-09-01,Bradford BID,63282
2024-09-02,Bradford BID,78526
2024-09-03,Bradford BID,83782
2024-09-04,Bradford BID,81417
2024-09-05,Bradford BID,92675
2024-09-06,Bradford BID,93451
2024-09-07,Bradford BID,82382
2024-09-08,Bradford BID,61833
2024-09-09,Bradford BID,77901
2024-09-10,Bradford BID,83137
2024-09-11,Bradford BID,71387
2024-09-12,Bradford BID,93821
2024-09-13,Bradford BID,88496
2024-09-14,Bradford BID,82688
2024-09-15,Bradford BID,63544
2024-09-16,Bradford BID,73700
2024-09-17,Bradford BID,81008
2024-09-18,Bradford BID,76864
2024-09-19,Bradford BID,86338
2024-09-20,Bradford BID,90798
2024-09-21,Bradford BID,81010
2024-09-22,Bradford BID,64977
2024-09-23,Bradford BID,78690
2024-09-24,Bradford BID,84593
2024-09-25,Bradford BID,80353
2024-09-26,Bradford BID,92263
2024-09-27,Bradford BID,94796
2024-09-28,Bradford BID,84333
2024-09-29,Bradford BID,63410
2024-09-30,Bradford BID,80636
2024-10-01,Bradford BID,92834
2024-10-02,Bradford BID,81401
2024-10-03,Bradford BID,103732
2024-10-04,Bradford BID,100240
2024-10-05,Bradford BID,81544
2024-10-06,Bradford BID,71328
2024-10-07,Bradford BID,90011
2024-10-08,Bradford BID,92876
2024-10-09,Bradford BID,83980
2024-10-10,Bradford BID,106408
2024-10-11,Bradford BID,104221
2024-10-12,Bradford BID,86443
2024-10-13,Bradford BID,65657
2024-10-14,Bradford BID,104596
2024-10-15,Bradford BID,97999
2024-10-16,Bradford BID,86070
2024-10-17,Bradford BID,108498
2024-10-18,Bradford BID,102668
2024-10-19,Bradford BID,90039
2024-10-20,Bradford BID,55332
2024-10-21,Bradford BID,111099
2024-10-22,Bradford BID,112034
2024-10-23,Bradford BID,89818
2024-10-24,Bradford BID,113408
2024-10-25,Bradford BID,103810
2024-10-26,Bradford BID,89287
2024-10-27,Bradford BID,58303
2024-10-28,Bradford BID,111117
2024-10-29,Bradford BID,113570
2024-10-30,Bradford BID,101400
2024-10-31,Bradford BID,116538
2024-11-01,Bradford BID,107283
2024-11-02,Bradford BID,96585
2024-11-03,Bradford BID,58083
2024-11-04,Bradford BID,115154
2024-11-05,Bradford BID,114741
2024-11-06,Bradford BID,102742
2024-11-07,Bradford BID,120414
2024-11-08,Bradford BID,104829
2024-11-09,Bradford BID,98174
2024-11-10,Bradford BID,63278
2024-11-11,Bradford BID,114434
2024-11-12,Bradford BID,108761
2024-11-13,Bradford BID,104443
2024-11-14,Bradford BID,119405
2024-11-15,Bradford BID,102875
2024-11-16,Bradford BID,95299
2024-11-17,Bradford BID,59835
2024-11-18,Bradford BID,113988
2024-11-19,Bradford BID,111279
2024-11-20,Bradford BID,106437
2024-11-21,Bradford BID,118010
2024-11-22,Bradford BID,104707
2024-11-23,Bradford BID,91234
2024-11-24,Bradford BID,52087
2024-11-25,Bradford BID,109107
2024-11-26,Bradford BID,112557
2024-11-27,Bradford BID,102958
2024-11-28,Bradford BID,119157
2024-11-29,Bradford BID,109984
2024-11-30,Bradford BID,94129
2024-12-01,Bradford BID,53495
2024-12-02,Bradford BID,103899
2024-12-03,Bradford BID,110867
2024-12-04,Bradford BID,100730
2024-12-05,Bradford BID,113508
2024-12-06,Bradford BID,109855
2024-12-07,Bradford BID,90359
2024-12-08,Bradford BID,58333
2024-12-09,Bradford BID,104702
2024-12-10,Bradford BID,103799
2024-12-11,Bradford BID,104602
2024-12-12,Bradford BID,105992
2024-12-13,Bradford BID,109849
2024-12-14,Bradford BID,90117
2024-12-15,Bradford BID,59541
2024-12-16,Bradford BID,105149
2024-12-17,Bradford BID,104579
2024-12-18,Bradford BID,97900
2024-12-19,Bradford BID,104040
2024-12-20,Bradford BID,110143
2024-12-21,Bradford BID,85046
2024-12-22,Bradford BID,59409
2024-12-23,Bradford BID,103658
2024-12-24,Bradford BID,102419
2024-12-25,Bradford BID,89520
2024-12-26,Bradford BID,104592
2024-12-27,Bradford BID,110777
2024-12-28,Bradford BID,82662
2024-12-29,Bradford BID,53004
2024-12-30,Bradford BID,96160
2024-12-31,Bradford BID,101514
2025-01-01,Bradford BID,78269
2025-01-02,Bradford BID,105470
2025-01-03,Bradford BID,111182
2025-01-04,Bradford BID,77474
2025-01-05,Bradford BID,49911
2025-01-06,Bradford BID,92043
2025-01-07,Bradford BID,92160
2025-01-08,Bradford BID,75272
2025-01-09,Bradford BID,105040
2025-01-10,Bradford BID,109548
2025-01-11,Bradford BID,80788
2025-01-12,Bradford BID,56287
2025-01-13,Bradford BID,95040
2025-01-14,Bradford BID,94098
2025-01-15,Bradford BID,78485
2025-01-16,Bradford BID,97156
2025-01-17,Bradford BID,107194
2025-01-18,Bradford BID,78589
2025-01-19,Bradford BID,59227
2025-01-20,Bradford BID,94100
2025-01-21,Bradford BID,93319
2025-01-22,Bradford BID,80740
2025-01-23,Bradford BID,101373
2025-01-24,Bradford BID,111415
2025-01-25,Bradford BID,86933
2025-01-26,Bradford BID,59431
2025-01-27,Bradford BID,89545
2025-01-28,Bradford BID,91527
2025-01-29,Bradford BID,79963
2025-01-30,Bradford BID,104495
2025-01-31,Bradford BID,106911
2025-02-01,Bradford BID,84211
2025-02-02,Bradford BID,55361
2025-02-03,Bradford BID,88430
2025-02-04,Bradford BID,88705
2025-02-05,Bradford BID,81013
2025-02-06,Bradford BID,102868
2025-02-07,Bradford BID,106558
2025-02-08,Bradford BID,90631
2025-02-09,Bradford BID,51250
2025-02-10,Bradford BID,88515
2025-02-11,Bradford BID,89105
2025-02-12,Bradford BID,89105
2025-02-13,Bradford BID,102324
2025-02-14,Bradford BID,103163
2025-02-15,Bradford BID,97238
2025-02-16,Bradford BID,51321
2025-02-17,Bradford BID,92353
2025-02-18,Bradford BID,89298
2025-02-19,Bradford BID,100167
2025-02-20,Bradford BID,99230
2025-02-21,Bradford BID,103551
2025-02-23,Bradford BID,59445
2025-02-24,Bradford BID,95185
2025-02-25,Bradford BID,90398
2025-02-26,Bradford BID,102653
2025-02-27,Bradford BID,94379
2025-02-28,Bradford BID,101143
2025-03-01,Bradford BID,102817
2025-03-02,Bradford BID,58477
2025-03-03,Bradford BID,90875
2025-03-04,Bradford BID,86402
2025-03-05,Bradford BID,99040
2025-03-06,Bradford BID,92596
2025-03-07,Bradford BID,96703
2025-03-08,Bradford BID,98964
2025-03-09,Bradford BID,56583
2025-03-10,Bradford BID,89739
2025-03-11,Bradford BID,87476
2025-03-12,Bradford BID,97778
2025-03-13,Bradford BID,88406
2025-03-14,Bradford BID,89034
2025-03-15,Bradford BID,94755
2025-03-16,Bradford BID,53977
2025-03-17,Bradford BID,85178
2025-03-18,Bradford BID,87811
2025-03-19,Bradford BID,93109
2025-03-20,Bradford BID,88041
2025-03-21,Bradford BID,90544
2025-03-22,Bradford BID,93114
2025-03-23,Bradford BID,58827
2025-03-24,Bradford BID,84379
2025-03-25,Bradford BID,84471
2025-03-26,Bradford BID,88952
2025-03-27,Bradford BID,83055
2025-03-28,Bradford BID,85990
2025-03-29,Bradford BID,87552
2025-03-30,Bradford BID,59887
2025-03-31,Bradford BID,82255
2025-04-01,Bradford BID,81685
2025-04-02,Bradford BID,87224
2025-04-03,Bradford BID,78255
2025-04-04,Bradford BID,84345
2025-04-05,Bradford BID,82253
2025-04-06,Bradford BID,60656
2025-04-07,Bradford BID,78590
2025-04-08,Bradford BID,82664
2025-04-09,Bradford BID,87041
2025-04-10,Bradford BID,78936
2025-04-11,Bradford BID,84815
2025-04-12,Bradford BID,77778
2025-04-13,Bradford BID,59275
2025-04-14,Bradford BID,79038
2025-04-15,Bradford BID,80257
2025-04-16,Bradford BID,87965
2025-04-17,Bradford BID,79784
2025-04-18,Bradford BID,81334
2025-04-19,Bradford BID,76176
2025-04-20,Bradford BID,57855
2025-04-21,Bradford BID,79898
2025-04-22,Bradford BID,82365
2025-04-23,Bradford BID,91031
2025-04-24,Bradford BID,89631
2025-04-25,Bradford BID,83076
2025-04-26,Bradford BID,78083
2025-04-27,Bradford BID,63289
2025-04-28,Bradford BID,81971
2025-04-29,Bradford BID,85106
2025-04-30,Bradford BID,89986
2025-05-01,Bradford BID,92134
2025-05-02,Bradford BID,87683
2025-05-03,Bradford BID,85453
2025-05-04,Bradford BID,68997
2025-05-05,Bradford BID,82765
2025-05-06,Bradford BID,85860
2025-05-07,Bradford BID,92408
2025-05-08,Bradford BID,92759
2025-05-09,Bradford BID,86267
2025-05-10,Bradford BID,88300
2025-05-11,Bradford BID,68156
2025-05-12,Bradford BID,86708
2025-05-13,Bradford BID,86035
2025-05-14,Bradford BID,94089
2025-05-15,Bradford BID,95782
2025-05-16,Bradford BID,88517
2025-05-17,Bradford BID,89026
2025-05-18,Bradford BID,66502
2025-05-19,Bradford BID,87056
2025-05-20,Bradford BID,89277
2025-05-21,Bradford BID,94389
2025-05-22,Bradford BID,105262
2025-05-23,Bradford BID,92619
2025-05-24,Bradford BID,84669
2025-05-25,Bradford BID,67450
2025-05-26,Bradford BID,84765
2025-05-27,Bradford BID,92021
2025-05-28,Bradford BID,95587
2025-05-29,Bradford BID,104664
2025-05-30,Bradford BID,89023
2025-05-31,Bradford BID,85554
2025-06-01,Bradford BID,66416
2025-06-02,Bradford BID,86351
2025-06-03,Bradford BID,96757
2025-06-04,Bradford BID,97152
2025-06-05,Bradford BID,108028
2025-06-06,Bradford BID,92493
2025-06-07,Bradford BID,86089
2025-06-08,Bradford BID,65549
2025-06-09,Bradford BID,84822
2025-06-10,Bradford BID,91624
2025-06-11,Bradford BID,98449
2025-06-12,Bradford BID,103342
2025-06-13,Bradford BID,96609
2025-06-14,Bradford BID,89927
2025-06-15,Bradford BID,62050
2025-06-16,Bradford BID,81772
2025-06-17,Bradford BID,82271
2025-06-18,Bradford BID,94726
2025-06-19,Bradford BID,99595
2025-06-20,Bradford BID,98076
2025-06-21,Bradford BID,78319
2025-06-22,Bradford BID,58682
2025-06-23,Bradford BID,83697
2025-06-24,Bradford BID,82849
2025-06-25,Bradford BID,95940
2025-06-26,Bradford BID,95103
2025-06-27,Bradford BID,101492
2025-06-28,Bradford BID,73270
2025-06-29,Bradford BID,56738
2025-06-30,Bradford BID,75281
2025-07-01,Bradford BID,80982
2025-07-02,Bradford BID,92457
2025-07-03,Bradford BID,91166
2025-07-04,Bradford BID,104000
2025-07-05,Bradford BID,76762
2025-07-06,Bradford BID,64694
2025-07-07,Bradford BID,80719
2025-07-08,Bradford BID,83882
2025-07-09,Bradford BID,89370
2025-07-10,Bradford BID,84458
2025-07-11,Bradford BID,98031
2025-07-12,Bradford BID,82896
2025-07-13,Bradford BID,68072
2025-07-14,Bradford BID,88368
2025-07-15,Bradford BID,79441
2025-07-16,Bradford BID,85123
2025-07-17,Bradford BID,84501
2025-07-18,Bradford BID,99133
2025-07-19,Bradford BID,85659
2025-07-20,Bradford BID,67907
2025-07-21,Bradford BID,87794
2025-07-22,Bradford BID,80796
2025-07-23,Bradford BID,79024
2025-07-24,Bradford BID,78440
2025-07-25,Bradford BID,97504
2025-07-26,Bradford BID,83229
2025-07-27,Bradford BID,69909
2025-07-28,Bradford BID,87142
2025-07-29,Bradford BID,84124
2025-07-30,Bradford BID,76165
2025-07-31,Bradford BID,75251
2025-08-01,Bradford BID,96739
2025-08-02,Bradford BID,74027
2025-08-03,Bradford BID,68003
2025-08-04,Bradford BID,86744
2025-08-05,Bradford BID,91753
2025-08-06,Bradford BID,77146
2025-08-07,Bradford BID,71655
2025-08-08,Bradford BID,92376
2025-08-09,Bradford BID,77777
2025-08-10,Bradford BID,67212
2025-08-11,Bradford BID,89192
2025-08-12,Bradford BID,88154
2025-08-13,Bradford BID,68595
2025-08-14,Bradford BID,74937
2025-08-15,Bradford BID,87751
2025-08-16,Bradford BID,83363
2025-08-17,Bradford BID,68434
2025-08-18,Bradford BID,90690
2025-08-19,Bradford BID,88964
2025-08-20,Bradford BID,72395
2025-08-21,Bradford BID,75191
2025-08-22,Bradford BID,83542
2025-08-23,Bradford BID,72970
2025-08-24,Bradford BID,65075
2025-08-25,Bradford BID,83805
2025-08-26,Bradford BID,79050
2025-08-27,Bradford BID,69937
2025-08-28,Bradford BID,76463
2025-08-29,Bradford BID,86366
2025-08-30,Bradford BID,78054
2025-08-31,Bradford BID,57450
2025-09-01,Bradford BID,78784
2025-09-02,Bradford BID,80296
2025-09-03,Bradford BID,66429
2025-09-04,Bradford BID,75639
2025-09-05,Bradford BID,85676
2025-09-06,Bradford BID,77053
2025-09-07,Bradford BID,54742
2025-09-08,Bradford BID,75271
2025-09-09,Bradford BID,73371
2025-09-10,Bradford BID,70686
2025-09-11,Bradford BID,72836
2025-09-12,Bradford BID,81522
2025-09-13,Bradford BID,80408
2025-09-14,Bradford BID,53662
2025-09-15,Bradford BID,76104
2025-09-16,Bradford BID,75588
2025-09-17,Bradford BID,70296
2025-09-18,Bradford BID,78635
2025-09-19,Bradford BID,80430
2025-09-20,Bradford BID,78380
2025-09-21,Bradford BID,55503
2025-09-22,Bradford BID,76098
2025-09-23,Bradford BID,76756
2025-09-24,Bradford BID,72701
2025-09-25,Bradford BID,83934
2025-09-26,Bradford BID,85627
2025-09-27,Bradford BID,75505
2025-09-28,Bradford BID,57016
2025-09-29,Bradford BID,71166
2025-09-30,Bradford BID,73539
2025-10-01,Bradford BID,78670
2025-10-02,Bradford BID,83711
2025-10-03,Bradford BID,92208
2025-10-04,Bradford BID,72740
2025-10-05,Bradford BID,55742
2025-10-06,Bradford BID,73885
2025-10-07,Bradford BID,77208
2025-10-08,Bradford BID,80017
2025-10-09,Bradford BID,84675
